12.0,12.0, 15.000000, 0.732000, 1.000000
12.0,37.0, 15.000000, 0.732000, 1.000000
12.0,62.0, 15.000000, 0.732000, 1.000000
12.0,87.0, 15.000000, 0.732000, 1.000000
12.0,112.0, 15.000000, 0.732000, 1.000000
12.0,137.0, 15.000000, 0.732000, 1.000000
12.0,162.0, 15.000000, 0.732000, 1.000000
12.0,187.0, 15.000000, 0.732000, 1.000000
12.0,212.0, 15.000000, 0.732000, 1.000000
12.0,237.0, 15.000000, 0.732000, 1.000000
12.0,262.0, 15.000000, 0.732000, 1.000000
12.0,287.0, 15.000000, 0.732000, 1.000000
12.0,312.0, 15.000000, 0.732000, 1.000000
12.0,337.0, 15.000000, 0.732000, 1.000000
12.0,362.0, 15.000000, 0.732000, 1.000000
12.0,387.0, 15.000000, 0.732000, 1.000000
12.0,412.0, 15.000000, 0.732000, 1.000000
12.0,437.0, 15.000000, 0.732000, 1.000000
12.0,462.0, 15.000000, 0.732000, 1.000000
12.0,487.0, 15.000000, 0.732000, 1.000000
12.0,512.0, 15.000000, 0.732000, 1.000000
12.0,537.0, 15.000000, 0.732000, 1.000000
12.0,562.0, 15.000000, 0.732000, 1.000000
12.0,587.0, 15.000000, 0.732000, 1.000000
12.0,612.0, 15.000000, 0.732000, 1.000000
12.0,637.0, 15.000000, 0.732000, 1.000000
12.0,662.0, 15.000000, 0.732000, 1.000000
12.0,687.0, 15.000000, 0.732000, 1.000000
12.0,712.0, 15.000000, 0.732000, 1.000000
12.0,737.0, 15.000000, 0.732000, 1.000000
12.0,762.0, 15.000000, 0.732000, 1.000000
12.0,787.0, 15.000000, 0.732000, 1.000000
12.0,812.0, 15.000000, 0.732000, 1.000000
12.0,837.0, 15.000000, 0.732000, 1.000000
12.0,862.0, 15.000000, 0.732000, 1.000000
12.0,887.0, 15.000000, 0.732000, 1.000000
12.0,912.0, 15.000000, 0.732000, 1.000000
12.0,937.0, 15.000000, 0.732000, 1.000000
12.0,962.0, 15.000000, 0.732000, 1.000000
12.0,987.0, 15.000000, 0.732000, 1.000000
37.0,12.0, 15.000000, 0.732000, 1.000000
37.0,37.0, 15.000000, 0.732000, 1.000000
37.0,62.0, 15.000000, 0.732000, 1.000000
37.0,87.0, 15.000000, 0.732000, 1.000000
37.0,112.0, 15.000000, 0.732000, 1.000000
37.0,137.0, 15.000000, 0.732000, 1.000000
37.0,162.0, 15.000000, 0.732000, 1.000000
37.0,187.0, 15.000000, 0.732000, 1.000000
37.0,212.0, 15.000000, 0.732000, 1.000000
37.0,237.0, 15.000000, 0.732000, 1.000000
37.0,262.0, 15.000000, 0.732000, 1.000000
37.0,287.0, 15.000000, 0.732000, 1.000000
37.0,312.0, 15.000000, 0.732000, 1.000000
37.0,337.0, 15.000000, 0.732000, 1.000000
37.0,362.0, 15.000000, 0.732000, 1.000000
37.0,387.0, 15.000000, 0.732000, 1.000000
37.0,412.0, 15.000000, 0.732000, 1.000000
37.0,437.0, 15.000000, 0.732000, 1.000000
37.0,462.0, 15.000000, 0.732000, 1.000000
37.0,487.0, 15.000000, 0.732000, 1.000000
37.0,512.0, 15.000000, 0.732000, 1.000000
37.0,537.0, 15.000000, 0.732000, 1.000000
37.0,562.0, 15.000000, 0.732000, 1.000000
37.0,587.0, 15.000000, 0.732000, 1.000000
37.0,612.0, 15.000000, 0.732000, 1.000000
37.0,637.0, 15.000000, 0.732000, 1.000000
37.0,662.0, 15.000000, 0.732000, 1.000000
37.0,687.0, 15.000000, 0.732000, 1.000000
37.0,712.0, 15.000000, 0.732000, 1.000000
37.0,737.0, 15.000000, 0.732000, 1.000000
37.0,762.0, 15.000000, 0.732000, 1.000000
37.0,787.0, 15.000000, 0.732000, 1.000000
37.0,812.0, 15.000000, 0.732000, 1.000000
37.0,837.0, 15.000000, 0.732000, 1.000000
37.0,862.0, 15.000000, 0.732000, 1.000000
37.0,887.0, 15.000000, 0.732000, 1.000000
37.0,912.0, 15.000000, 0.732000, 1.000000
37.0,937.0, 15.000000, 0.732000, 1.000000
37.0,962.0, 15.000000, 0.732000, 1.000000
37.0,987.0, 15.000000, 0.732000, 1.000000
62.0,12.0, 15.000000, 0.732000, 1.000000
62.0,37.0, 15.000000, 0.732000, 1.000000
62.0,62.0, 15.000000, 0.732000, 1.000000
62.0,87.0, 15.000000, 0.732000, 1.000000
62.0,112.0, 15.000000, 0.732000, 1.000000
62.0,137.0, 15.000000, 0.732000, 1.000000
62.0,162.0, 15.000000, 0.732000, 1.000000
