16.0,16.0, 15.000000, 0.732000, 1.000000
16.0,50.0, 15.000000, 0.732000, 1.000000
16.0,83.0, 15.000000, 0.732000, 1.000000
16.0,116.0, 15.000000, 0.732000, 1.000000
16.0,150.0, 15.000000, 0.732000, 1.000000
16.0,183.0, 15.000000, 0.732000, 1.000000
16.0,216.0, 15.000000, 0.732000, 1.000000
16.0,250.0, 15.000000, 0.732000, 1.000000
16.0,283.0, 15.000000, 0.732000, 1.000000
16.0,316.0, 15.000000, 0.732000, 1.000000
16.0,350.0, 15.000000, 0.732000, 1.000000
16.0,383.0, 15.000000, 0.732000, 1.000000
16.0,416.0, 15.000000, 0.732000, 1.000000
16.0,450.0, 15.000000, 0.732000, 1.000000
16.0,483.0, 15.000000, 0.732000, 1.000000
16.0,516.0, 15.000000, 0.732000, 1.000000
16.0,550.0, 15.000000, 0.732000, 1.000000
16.0,583.0, 15.000000, 0.732000, 1.000000
16.0,616.0, 15.000000, 0.732000, 1.000000
16.0,650.0, 15.000000, 0.732000, 1.000000
16.0,683.0, 15.000000, 0.732000, 1.000000
16.0,716.0, 15.000000, 0.732000, 1.000000
16.0,750.0, 15.000000, 0.732000, 1.000000
16.0,783.0, 15.000000, 0.732000, 1.000000
16.0,816.0, 15.000000, 0.732000, 1.000000
16.0,850.0, 15.000000, 0.732000, 1.000000
16.0,883.0, 15.000000, 0.732000, 1.000000
16.0,916.0, 15.000000, 0.732000, 1.000000
16.0,950.0, 15.000000, 0.732000, 1.000000
16.0,983.0, 15.000000, 0.732000, 1.000000
50.0,16.0, 15.000000, 0.732000, 1.000000
50.0,50.0, 15.000000, 0.732000, 1.000000
50.0,83.0, 15.000000, 0.732000, 1.000000
50.0,116.0, 15.000000, 0.732000, 1.000000
50.0,150.0, 15.000000, 0.732000, 1.000000
50.0,183.0, 15.000000, 0.732000, 1.000000
50.0,216.0, 15.000000, 0.732000, 1.000000
50.0,250.0, 15.000000, 0.732000, 1.000000
50.0,283.0, 15.000000, 0.732000, 1.000000
50.0,316.0, 15.000000, 0.732000, 1.000000
50.0,350.0, 15.000000, 0.732000, 1.000000
50.0,383.0, 15.000000, 0.732000, 1.000000
50.0,416.0, 15.000000, 0.732000, 1.000000
50.0,450.0, 15.000000, 0.732000, 1.000000
50.0,483.0, 15.000000, 0.732000, 1.000000
50.0,516.0, 15.000000, 0.732000, 1.000000
50.0,550.0, 15.000000, 0.732000, 1.000000
50.0,583.0, 15.000000, 0.732000, 1.000000
50.0,616.0, 15.000000, 0.732000, 1.000000
50.0,650.0, 15.000000, 0.732000, 1.000000
50.0,683.0, 15.000000, 0.732000, 1.000000
50.0,716.0, 15.000000, 0.732000, 1.000000
50.0,750.0, 15.000000, 0.732000, 1.000000
50.0,783.0, 15.000000, 0.732000, 1.000000
50.0,816.0, 15.000000, 0.732000, 1.000000
50.0,850.0, 15.000000, 0.732000, 1.000000
50.0,883.0, 15.000000, 0.732000, 1.000000
50.0,916.0, 15.000000, 0.732000, 1.000000
50.0,950.0, 15.000000, 0.732000, 1.000000
50.0,983.0, 15.000000, 0.732000, 1.000000
83.0,16.0, 15.000000, 0.732000, 1.000000
83.0,50.0, 15.000000, 0.732000, 1.000000
83.0,83.0, 15.000000, 0.732000, 1.000000
83.0,116.0, 15.000000, 0.732000, 1.000000
83.0,150.0, 15.000000, 0.732000, 1.000000
83.0,183.0, 15.000000, 0.732000, 1.000000
